"","indiv_id","date","sex","race","age","charge_num","sec_code","ca_code","section_full","section","subsection1","subsection2","subsection3","subsection4","subsection5","part","part_head","title","title_head","chapter","chapter_head","division","division_head","description_1","description_2","description_3","description_4","description_5","description_6","description_7","description_8","sentence_1","sentence_2","sentence_3","sentence_4","sentence_5","sentence_6","sentence_7","sentence_8","severity_1","severity_2","severity_3","severity_4","severity_5","severity_6","severity_7","severity_8","code","category","violation","class (needs checking)","notes"
"4490","2546",2019-11-27,"M","White",27,"charge1","11350(A)HS","HS","11350 (A)","11350","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE",NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,"Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"HS","Drug offenses","narcotic","felony",NA
"4491","2547",2019-11-27,"M","White",31,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Drug offenses","other drugs","felony",NA
"4492","2548",2019-11-30,"M","Other",29,"charge1","487(A)PC","PC","487 (A)","487","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"GRAND THEFT:MONEY/LABOR/PROPERTY","GRAND THEFT:MONEY/LABOR/PROPERTY","GRAND THEFT:MONEY/LABOR/PROPERTY",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Theft","grand theft, general","misdemeanor",NA
"4493","2548",2019-11-30,"M","Other",29,"charge2","10852VC","VC","10852","10852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TAMPER WITH VEHICLE",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Assault and battery","motor vehicle injury","misdemeanor",NA
"4494","2548",2019-11-30,"M","Other",29,"charge3","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"HS","Drug offenses","dangerous drug","misdemeanor/infraction",NA
"4495","2549",2019-12-01,"F","White",23,"charge1","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","dui, bac > 0.08","felony",NA
"4496","2549",2019-12-01,"F","White",23,"charge2","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","general dui","felony",NA
"4497","2550",2019-12-01,"M","White",46,"charge1","594(B)(1)PC","PC","594 (B) (1)","594","(B)","(1)",NA,NA,NA,"1","Crimes and punishments","14","Malicious mischief",NA,NA,NA,NA,"VANDALISM ($400 OR MORE)","VANDALISM ($400 OR MORE)","VANDALISM ($400 OR MORE)",NA,NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL OR F",NA,NA,NA,NA,NA,"Felony","Felony","Misdemeanor",NA,NA,NA,NA,NA,"PC","Vandalism","personal property vandalism > $400","felony",NA
"4498","2550",2019-12-01,"M","White",46,"charge2","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"HS","Drug offenses","dangerous drug","misdemeanor/infraction",NA
"4499","2551",2019-12-02,"M","Hispanic",22,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","other drugs","felony",NA
"4500","2551",2019-12-02,"M","Hispanic",22,"charge2","148(A)(1)PC","PC","148 (A) (1)","148","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","7","Other offenses against public justice",NA,NA,"OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH","OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"PC","Assault and battery","resisting arrest","felony",NA
"4501","2551",2019-12-02,"M","Hispanic",22,"charge3","488PC","PC","488","488",NA,NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"PETTY THEFT",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"PC","Theft","petty theft","felony",NA
"4502","2552",2019-12-02,"M","Hispanic",29,"charge1","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"HS","Drug offenses","dangerous drug","misdemeanor/infraction",NA
"4503","2552",2019-12-02,"M","Hispanic",29,"charge2","12500(A)VC","VC","12500 (A)","12500","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRIVE W/O LICENSE",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VC","Vehicular violations","invalid license","misdemeanor",NA
"4504","2553",2019-12-03,"M","White",33,"charge1","11378HS","HS","11378","11378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE FOR SALE","POSSESS CONTROLLED SUBSTANCE FOR SALE",NA,NA,NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS",NA,NA,NA,NA,NA,NA,"Felony","Felony",NA,NA,NA,NA,NA,NA,"HS","Drug offenses","dangerous drug","felony",NA
"4505","2553",2019-12-03,"M","White",33,"charge2","11379(A)HS","HS","11379 (A)","11379","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","TRANSPORT/ETC CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,NA,NA,"2,3,4 YRS",NA,NA,NA,NA,NA,NA,NA,"Felony",NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","dangerous drug","misdemeanor/infraction",NA
"4506","2554",2019-12-04,"M","White",22,"charge1","166(A)(4)PC","PC","166 (A) (4)","166","(A)","(4)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","7","Other offenses against public justice",NA,NA,"CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"PC","Impeding public justice","willful disobedience of court order","infraction",NA
"4507","2555",2019-12-04,"F","White",53,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","other drugs","felony",NA
"4508","2555",2019-12-04,"F","White",53,"charge2","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"HS","Drug offenses","dangerous drug","misdemeanor/infraction",NA
"4509","2556",2019-12-05,"M","White",26,"charge1","496(A)PC","PC","496 (A)","496","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Theft","receiving stolen property","felony",NA
"4510","2557",2019-12-05,"F","Hispanic",28,"charge1","182(A)(1)PC","PC","182 (A) (1)","182","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","8","Conspiracy",NA,NA,"CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Miscellaneous","conspiracy to commit a crime","felony/misdemeanor",NA
"4511","2557",2019-12-05,"F","Hispanic",28,"charge2","459.5(A)PC","PC","459.5 (A)","459.5","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","2","Burglary",NA,NA,"SHOPLIFTING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC","Theft","shoplifting","felony/misdemeanor",NA
"4512","2557",2019-12-05,"F","Hispanic",28,"charge3","487(A)PC","PC","487 (A)","487","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"GRAND THEFT:MONEY/LABOR/PROPERTY","GRAND THEFT:MONEY/LABOR/PROPERTY","GRAND THEFT:MONEY/LABOR/PROPERTY",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Theft","grand theft, general","misdemeanor",NA
"4513","2558",2019-12-05,"F","Black",28,"charge1","182(A)(1)PC","PC","182 (A) (1)","182","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","8","Conspiracy",NA,NA,"CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Miscellaneous","conspiracy to commit a crime","felony/misdemeanor",NA
"4514","2558",2019-12-05,"F","Black",28,"charge2","459.5(A)PC","PC","459.5 (A)","459.5","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","2","Burglary",NA,NA,"SHOPLIFTING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC","Theft","shoplifting","felony/misdemeanor",NA
"4515","2558",2019-12-05,"F","Black",28,"charge3","487(A)PC","PC","487 (A)","487","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"GRAND THEFT:MONEY/LABOR/PROPERTY","GRAND THEFT:MONEY/LABOR/PROPERTY","GRAND THEFT:MONEY/LABOR/PROPERTY",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Theft","grand theft, general","misdemeanor",NA
"4516","2559",2019-12-05,"M","Hawaiian",52,"charge1","11351HS","HS","11351","11351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,NA,NA,"2,3,4 YRS",NA,NA,NA,NA,NA,NA,NA,"Felony",NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","narcotic","misdemeanor",NA
"4517","2559",2019-12-05,"M","Hawaiian",52,"charge2","11352(A)HS","HS","11352 (A)","11352","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","TRANSPORT/SELL NARCOTIC/CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,NA,NA,"3,4,5 YRS",NA,NA,NA,NA,NA,NA,NA,"Felony",NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","narcotic","felony",NA
"4518","2559",2019-12-05,"M","Hawaiian",52,"charge3","11378HS","HS","11378","11378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE FOR SALE","POSSESS CONTROLLED SUBSTANCE FOR SALE",NA,NA,NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS",NA,NA,NA,NA,NA,NA,"Felony","Felony",NA,NA,NA,NA,NA,NA,"HS","Drug offenses","dangerous drug","felony",NA
"4519","2560",2019-12-06,"M","Hispanic",34,"charge1","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"HS","Drug offenses","dangerous drug","misdemeanor/infraction",NA
"4520","2560",2019-12-06,"M","Hispanic",34,"charge2","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","other drugs","felony",NA
"4521","2561",2019-12-07,"M","White",23,"charge1","273.5(A)PC","PC","273.5 (A)","273.5","(A)",NA,NA,NA,NA,"1","Crimes and punishments","9","Crimes against the person involving sexual assault, and crimes against public decency and good morals","2","Abandonment of children",NA,NA,"INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP",NA,NA,NA,NA,NA,"2,3,4 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Assault and battery","corporal injury","misdemeanor",NA
"4522","2561",2019-12-07,"M","White",23,"charge2","13700PC","PC","13700","13700",NA,NA,NA,NA,NA,"4","Prevention of crimes and apprehension of criminals",NA,NA,NA,NA,NA,NA,"DOMESTIC VIOLENCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC","Assault and battery","domestic violence; threat of/causing bodily injury","felony/misdemeanor",NA
"4523","2562",2019-12-07,"M","Black",32,"charge1","459PC","PC","459","459",NA,NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","2","Burglary",NA,NA,"BURGLARY","BURGLARY:FIRST DEGREE","BURGLARY:SECOND DEGREE","BURGLARY","BURGLARY","BURGLARY:SECOND DEGREE","BURGLARY:SECOND DEGREE",NA,"2,4,6 YRS","2,4,6 YRS","16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL","1-365 DA JAIL","1-365 DA JAIL",NA,"Felony","Felony","Felony","Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,"PC","Burglary","burglary, general","felony",NA
"4524","2562",2019-12-07,"M","Black",32,"charge2","182(A)(1)PC","PC","182 (A) (1)","182","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","8","Conspiracy",NA,NA,"CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Miscellaneous","conspiracy to commit a crime","felony/misdemeanor",NA
"4525","2562",2019-12-07,"M","Black",32,"charge3","417.2(A)PC","PC","417.2 (A)","417.2","(A)",NA,NA,NA,NA,"1","Crimes and punishments","11","Crimes against the public peace",NA,NA,NA,NA,"THREATEN WITH LASER SCOPE WITH INTENT TO CAUSE FEAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC","Disturbing the peace","laser scope use","felony",NA
"4526","2563",2019-12-07,"M","Hispanic",40,"charge1","148.9(A)PC","PC","148.9 (A)","148.9","(A)",NA,NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","7","Other offenses against public justice",NA,NA,"FALSE IDENTIFICATION TO SPECIFIC PEACE OFFICERS",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"PC","Impeding public justice","false representation","felony",NA
"4527","2563",2019-12-07,"M","Hispanic",40,"charge2","182(A)(1)PC","PC","182 (A) (1)","182","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","8","Conspiracy",NA,NA,"CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Miscellaneous","conspiracy to commit a crime","felony/misdemeanor",NA
"4528","2563",2019-12-07,"M","Hispanic",40,"charge3","459PC","PC","459","459",NA,NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","2","Burglary",NA,NA,"BURGLARY","BURGLARY:FIRST DEGREE","BURGLARY:SECOND DEGREE","BURGLARY","BURGLARY","BURGLARY:SECOND DEGREE","BURGLARY:SECOND DEGREE",NA,"2,4,6 YRS","2,4,6 YRS","16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL","1-365 DA JAIL","1-365 DA JAIL",NA,"Felony","Felony","Felony","Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,"PC","Burglary","burglary, general","felony",NA
"4529","2564",2019-12-07,"M","White",42,"charge1","459PC","PC","459","459",NA,NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","2","Burglary",NA,NA,"BURGLARY","BURGLARY:FIRST DEGREE","BURGLARY:SECOND DEGREE","BURGLARY","BURGLARY","BURGLARY:SECOND DEGREE","BURGLARY:SECOND DEGREE",NA,"2,4,6 YRS","2,4,6 YRS","16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL","1-365 DA JAIL","1-365 DA JAIL",NA,"Felony","Felony","Felony","Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,"PC","Burglary","burglary, general","felony",NA
"4530","2564",2019-12-07,"M","White",42,"charge2","182(A)(1)PC","PC","182 (A) (1)","182","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","8","Conspiracy",NA,NA,"CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Miscellaneous","conspiracy to commit a crime","felony/misdemeanor",NA
"4531","2565",2019-12-07,"M","Hispanic",58,"charge1","459PC","PC","459","459",NA,NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","2","Burglary",NA,NA,"BURGLARY","BURGLARY:FIRST DEGREE","BURGLARY:SECOND DEGREE","BURGLARY","BURGLARY","BURGLARY:SECOND DEGREE","BURGLARY:SECOND DEGREE",NA,"2,4,6 YRS","2,4,6 YRS","16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL","1-365 DA JAIL","1-365 DA JAIL",NA,"Felony","Felony","Felony","Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,"PC","Burglary","burglary, general","felony",NA
"4532","2565",2019-12-07,"M","Hispanic",58,"charge2","182(A)(1)PC","PC","182 (A) (1)","182","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","8","Conspiracy",NA,NA,"CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Miscellaneous","conspiracy to commit a crime","felony/misdemeanor",NA
"4533","2565",2019-12-07,"M","Hispanic",58,"charge3","O/WMISD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4534","2566",2019-12-08,"M","White",31,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","general dui","felony",NA
"4535","2566",2019-12-08,"M","White",31,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","dui, bac > 0.08","felony",NA
"4536","2566",2019-12-08,"M","White",31,"charge3","1203.2(A)(1)PC","PC","1203.2 (A) (1)","1203.2","(A)","(1)",NA,NA,NA,"2","Criminal procedure",NA,NA,NA,NA,NA,NA,"PROBATION VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC","Probation and prison violations","probation release violation","misdemeanor",NA
"4537","2567",2019-12-08,"M","White",34,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Drug offenses","other drugs","felony",NA
"4538","2567",2019-12-08,"M","White",34,"charge2","3455(A)PC","PC","3455 (A)","3455","(A)",NA,NA,NA,NA,"3","Imprisonment and the death penalty",NA,NA,NA,NA,NA,NA,"POSTRELEASE COMMUNITY SUPERVISION VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC","Sentence enhancements","postrelease community supervision modifications","misdemeanor",NA
"4539","2568",2019-12-08,"M","White",41,"charge1","490.5(A)PC","PC","490.5 (A)","490.5","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"PETTY THEFT:RETAIL MERCHANDISE/ETC",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"PC","Theft","petty theft","felony",NA
"4540","2569",2019-12-09,"M","Black",55,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","other drugs","felony",NA
