"date","category","disp_desc","n"
2019-07-07,"Patrol Response for Assessment","Service",24
2019-07-07,"Patrol Response for Assessment","Unable to Locate",2
2019-07-07,"Patrol Response for Assessment","Unfounded",1
2019-07-07,"Property Theft/Destruction/Lost","Online Crime Report",1
2019-07-07,"Property Theft/Destruction/Lost","Report Taken",4
2019-07-07,"Property Theft/Destruction/Lost","Unfounded",1
2019-07-07,"Required Other Agency/Department Response","Service",1
2019-07-07,"Suspicious Activity","Advised",1
2019-07-07,"Suspicious Activity","Cancelled by RP",1
2019-07-07,"Suspicious Activity","False Alarm",1
2019-07-07,"Suspicious Activity","Referred",1
2019-07-07,"Suspicious Activity","Service",2
2019-07-07,"Suspicious Activity","Unable to Locate",1
2019-07-07,"Traffic/Major Safety","Service",1
2019-07-07,"Traffic/Major Safety","Unable to Locate",1
2019-07-07,"Traffic/Minor Vehicle Violations or Issues","Referred",1
2019-07-07,"Traffic/Minor Vehicle Violations or Issues","Service",1
2019-07-07,"Violent Crime/Abuse or Neglect/Public Safety","Advised",3
2019-07-07,"Violent Crime/Abuse or Neglect/Public Safety","Incident Number Given",1
2019-07-07,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",2
2019-07-07,"Violent Crime/Abuse or Neglect/Public Safety","Service",1
2019-07-07,"Violent Crime/Abuse or Neglect/Public Safety","Unfounded",1
2019-07-08,"Documentation Only/Miscellaneous","Service",6
2019-07-08,"Mental Health/Welfare","Cancelled by RP",1
2019-07-08,"Mental Health/Welfare","Service",2
2019-07-08,"Mental Health/Welfare","Unable to Locate",1
2019-07-08,"Nuisance/Code Enforcement","Advised",1
2019-07-08,"Nuisance/Code Enforcement","Referred",3
2019-07-08,"Nuisance/Code Enforcement","Report Taken",2
2019-07-08,"Nuisance/Code Enforcement","Service",15
2019-07-08,"Nuisance/Code Enforcement","Unable to Locate",1
2019-07-08,"Nuisance/Code Enforcement","Unfounded",1
2019-07-08,"Officer-Initiated Contact","Advised",4
2019-07-08,"Officer-Initiated Contact","Cited",7
2019-07-08,"Officer-Initiated Contact","Report Taken",1
2019-07-08,"Officer-Initiated Contact","Service",2
2019-07-08,"Officer-Initiated Contact","Unable to Locate",1
2019-07-08,"Online Crime Reporting","Report Taken",35
2019-07-08,"Patrol Response for Assessment","Advised",3
2019-07-08,"Patrol Response for Assessment","Service",25
2019-07-08,"Patrol Response for Assessment","Transient Contact",3
2019-07-08,"Patrol Response for Assessment","Unable to Locate",4
2019-07-08,"Patrol Response for Assessment","Unfounded",1
2019-07-08,"Property Theft/Destruction/Lost","Advised",1
2019-07-08,"Property Theft/Destruction/Lost","Cancelled by RP",1
2019-07-08,"Property Theft/Destruction/Lost","Report Taken",7
2019-07-08,"Suspicious Activity","Advised",3
2019-07-08,"Suspicious Activity","False Alarm",3
2019-07-08,"Suspicious Activity","Report Taken",2
2019-07-08,"Suspicious Activity","Service",7
2019-07-08,"Suspicious Activity","Unable to Locate",3
2019-07-08,"Suspicious Activity","Unfounded",1
2019-07-08,"Traffic/Major Safety","Report Taken",2
2019-07-08,"Traffic/Major Safety","Unable to Locate",1
2019-07-08,"Traffic/Minor Vehicle Violations or Issues","Advised",1
2019-07-08,"Traffic/Minor Vehicle Violations or Issues","Cited",1
2019-07-08,"Traffic/Minor Vehicle Violations or Issues","Service",3
2019-07-08,"Violent Crime/Abuse or Neglect/Public Safety","Service",1
2019-07-08,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",1
2019-07-09,"Documentation Only/Miscellaneous","Service",9
2019-07-09,"Mental Health/Welfare","Service",4
2019-07-09,"Nuisance/Code Enforcement","Advised",4
2019-07-09,"Nuisance/Code Enforcement","Cancelled by RP",1
2019-07-09,"Nuisance/Code Enforcement","Referred",1
2019-07-09,"Nuisance/Code Enforcement","Service",7
2019-07-09,"Officer-Initiated Contact","Advised",10
2019-07-09,"Officer-Initiated Contact","Cited",7
2019-07-09,"Officer-Initiated Contact","Service",6
2019-07-09,"Officer-Initiated Contact","Unable to Locate",1
2019-07-09,"Online Crime Reporting","Report Taken",10
2019-07-09,"Patrol Response for Assessment","Advised",2
2019-07-09,"Patrol Response for Assessment","Arrest Made",2
2019-07-09,"Patrol Response for Assessment","Cancelled by RP",1
2019-07-09,"Patrol Response for Assessment","Incident Number Given",1
2019-07-09,"Patrol Response for Assessment","Report Taken",3
2019-07-09,"Patrol Response for Assessment","Service",29
2019-07-09,"Patrol Response for Assessment","Transient Contact",3
2019-07-09,"Patrol Response for Assessment","Unable to Locate",3
2019-07-09,"Property Theft/Destruction/Lost","Report Taken",4
2019-07-09,"Property Theft/Destruction/Lost","Service",2
2019-07-09,"Required Other Agency/Department Response","Service",1
2019-07-09,"Suspicious Activity","Incident Number Given",1
2019-07-09,"Suspicious Activity","Service",4
2019-07-09,"Suspicious Activity","Unable to Locate",3
2019-07-09,"Suspicious Activity","Unfounded",2
2019-07-09,"Traffic/Major Safety","Unable to Locate",1
2019-07-09,"Traffic/Minor Vehicle Violations or Issues","Service",2
2019-07-09,"Traffic/Minor Vehicle Violations or Issues","Unable to Locate",1
2019-07-09,"Violent Crime/Abuse or Neglect/Public Safety","Advised",1
2019-07-09,"Violent Crime/Abuse or Neglect/Public Safety","Arrest Made",1
2019-07-09,"Violent Crime/Abuse or Neglect/Public Safety","Service",4
2019-07-09,"Violent Crime/Abuse or Neglect/Public Safety","Unfounded",1
2019-07-10,"Documentation Only/Miscellaneous","Service",5
2019-07-10,"Mental Health/Welfare","Advised",2
2019-07-10,"Mental Health/Welfare","Arrest Made",1
2019-07-10,"Mental Health/Welfare","Service",3
2019-07-10,"Mental Health/Welfare","Unable to Locate",1
2019-07-10,"Nuisance/Code Enforcement","Cancelled by RP",1
2019-07-10,"Nuisance/Code Enforcement","Referred",7
2019-07-10,"Nuisance/Code Enforcement","Service",9
2019-07-10,"Nuisance/Code Enforcement","Unable to Locate",3
2019-07-10,"Officer-Initiated Contact","Advised",3
2019-07-10,"Officer-Initiated Contact","Cited",4
2019-07-10,"Officer-Initiated Contact","Service",5
2019-07-10,"Online Crime Reporting","Report Taken",7
2019-07-10,"Patrol Response for Assessment","Advised",1
2019-07-10,"Patrol Response for Assessment","Cancelled by RP",9
2019-07-10,"Patrol Response for Assessment","Referred",5
2019-07-10,"Patrol Response for Assessment","Report Taken",2
2019-07-10,"Patrol Response for Assessment","Service",29
2019-07-10,"Patrol Response for Assessment","Unable to Locate",1
2019-07-10,"Property Theft/Destruction/Lost","Advised",1
2019-07-10,"Property Theft/Destruction/Lost","Cancelled by RP",1
2019-07-10,"Property Theft/Destruction/Lost","Referred",1
2019-07-10,"Property Theft/Destruction/Lost","Report Taken",6
2019-07-10,"Property Theft/Destruction/Lost","Service",3
2019-07-10,"Required Other Agency/Department Response","Referred",3
2019-07-10,"Required Other Agency/Department Response","Service",1
2019-07-10,"Suspicious Activity","Cancelled by RP",2
2019-07-10,"Suspicious Activity","Service",12
2019-07-10,"Suspicious Activity","Unable to Locate",3
2019-07-10,"Suspicious Activity","Unfounded",1
2019-07-10,"Traffic/Major Safety","Report Taken",1
2019-07-10,"Traffic/Major Safety","Service",2
2019-07-10,"Traffic/Minor Vehicle Violations or Issues","Cancelled by RP",2
2019-07-10,"Traffic/Minor Vehicle Violations or Issues","Report Taken",1
2019-07-10,"Traffic/Minor Vehicle Violations or Issues","Service",2
2019-07-10,"Violent Crime/Abuse or Neglect/Public Safety","Service",4
2019-07-11,"Documentation Only/Miscellaneous","Service",12
2019-07-11,"Drug/Alcohol","Unable to Locate",1
2019-07-11,"Mental Health/Welfare","Service",2
2019-07-11,"Nuisance/Code Enforcement","Referred",1
2019-07-11,"Nuisance/Code Enforcement","Service",1
2019-07-11,"Nuisance/Code Enforcement","Unable to Locate",1
2019-07-11,"Officer-Initiated Contact","Advised",2
2019-07-11,"Officer-Initiated Contact","Incident Number Given",1
2019-07-11,"Officer-Initiated Contact","Service",7
2019-07-11,"Online Crime Reporting","Report Taken",5
2019-07-11,"Patrol Response for Assessment","Advised",1
2019-07-11,"Patrol Response for Assessment","Cancelled by RP",4
2019-07-11,"Patrol Response for Assessment","Incident Number Given",1
2019-07-11,"Patrol Response for Assessment","Report Taken",1
2019-07-11,"Patrol Response for Assessment","Service",21
2019-07-11,"Property Theft/Destruction/Lost","Referred",1
2019-07-11,"Property Theft/Destruction/Lost","Report Taken",2
2019-07-11,"Property Theft/Destruction/Lost","Service",1
2019-07-11,"Suspicious Activity","Cancelled by RP",1
2019-07-11,"Suspicious Activity","False Alarm",1
2019-07-11,"Suspicious Activity","Report Taken",1
2019-07-11,"Suspicious Activity","Service",7
2019-07-11,"Suspicious Activity","Unable to Locate",2
2019-07-11,"Traffic/Minor Vehicle Violations or Issues","Cancelled by RP",1
2019-07-11,"Traffic/Minor Vehicle Violations or Issues","Incident Number Given",1
2019-07-11,"Traffic/Minor Vehicle Violations or Issues","Report Taken",1
2019-07-11,"Traffic/Minor Vehicle Violations or Issues","Service",3
2019-07-11,"Violent Crime/Abuse or Neglect/Public Safety","Referred",1
2019-07-11,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",3
2019-07-11,"Violent Crime/Abuse or Neglect/Public Safety","Service",2
2019-07-12,"Documentation Only/Miscellaneous","Service",3
2019-07-12,"Drug/Alcohol","Service",2
2019-07-12,"Mental Health/Welfare","Cancelled by RP",1
2019-07-12,"Mental Health/Welfare","Unable to Locate",2
2019-07-12,"Nuisance/Code Enforcement","Advised",2
2019-07-12,"Nuisance/Code Enforcement","Report Taken",1
2019-07-12,"Nuisance/Code Enforcement","Service",23
2019-07-12,"Nuisance/Code Enforcement","Unable to Locate",1
2019-07-12,"Officer-Initiated Contact","Advised",16
2019-07-12,"Officer-Initiated Contact","Cited",14
2019-07-12,"Officer-Initiated Contact","Service",15
2019-07-12,"Patrol Response for Assessment","Advised",1
2019-07-12,"Patrol Response for Assessment","Arrest Made",1
2019-07-12,"Patrol Response for Assessment","Cancelled by RP",1
2019-07-12,"Patrol Response for Assessment","Report Taken",1
2019-07-12,"Patrol Response for Assessment","Service",24
2019-07-12,"Patrol Response for Assessment","Unable to Locate",5
2019-07-12,"Property Theft/Destruction/Lost","Referred",1
2019-07-12,"Property Theft/Destruction/Lost","Report Taken",3
2019-07-12,"Suspicious Activity","Cancelled by RP",2
2019-07-12,"Suspicious Activity","Report Taken",1
2019-07-12,"Suspicious Activity","Service",6
2019-07-12,"Suspicious Activity","Unable to Locate",2
2019-07-12,"Suspicious Activity","Unfounded",1
2019-07-12,"Traffic/Major Safety","Service",4
2019-07-12,"Traffic/Major Safety","Unable to Locate",1
2019-07-12,"Traffic/Minor Vehicle Violations or Issues","Service",7
2019-07-12,"Violent Crime/Abuse or Neglect/Public Safety","Cancelled by RP",1
2019-07-12,"Violent Crime/Abuse or Neglect/Public Safety","False Alarm",1
2019-07-12,"Violent Crime/Abuse or Neglect/Public Safety","Service",1
2019-07-13,"Documentation Only/Miscellaneous","Service",1
2019-07-13,"Drug/Alcohol","Service",1
2019-07-13,"Nuisance/Code Enforcement","Advised",4
2019-07-13,"Nuisance/Code Enforcement","Referred",1
2019-07-13,"Nuisance/Code Enforcement","Service",1
2019-07-13,"Nuisance/Code Enforcement","Unable to Locate",4
2019-07-13,"Officer-Initiated Contact","Advised",8
2019-07-13,"Officer-Initiated Contact","Arrest Made",1
2019-07-13,"Officer-Initiated Contact","Cited",5
2019-07-13,"Officer-Initiated Contact","Service",6
2019-07-13,"Patrol Response for Assessment","Advised",3
2019-07-13,"Patrol Response for Assessment","Cancelled by RP",8
2019-07-13,"Patrol Response for Assessment","Referred",1
2019-07-13,"Patrol Response for Assessment","Service",18
2019-07-13,"Patrol Response for Assessment","Unable to Locate",2
2019-07-13,"Property Theft/Destruction/Lost","Online Crime Report",3
2019-07-13,"Property Theft/Destruction/Lost","Report Taken",4
2019-07-13,"Property Theft/Destruction/Lost","Service",5
2019-07-13,"Required Other Agency/Department Response","Referred",3
2019-07-13,"Suspicious Activity","Cancelled by RP",2
2019-07-13,"Suspicious Activity","False Alarm",1
2019-07-13,"Suspicious Activity","Service",5
2019-07-13,"Suspicious Activity","Unable to Locate",1
2019-07-13,"Suspicious Activity","Unfounded",1
2019-07-13,"Traffic/Minor Vehicle Violations or Issues","Cancelled by RP",1
2019-07-13,"Traffic/Minor Vehicle Violations or Issues","Report Taken",1
2019-07-13,"Traffic/Minor Vehicle Violations or Issues","Service",1
2019-07-13,"Traffic/Minor Vehicle Violations or Issues","Unable to Locate",2
2019-07-13,"Violent Crime/Abuse or Neglect/Public Safety","Service",2
2019-07-14,"Mental Health/Welfare","Service",1
2019-07-14,"Nuisance/Code Enforcement","Advised",1
2019-07-14,"Nuisance/Code Enforcement","Referred",2
2019-07-14,"Nuisance/Code Enforcement","Service",1
2019-07-14,"Officer-Initiated Contact","Advised",5
2019-07-14,"Officer-Initiated Contact","Arrest Made",1
2019-07-14,"Officer-Initiated Contact","Cited",1
2019-07-14,"Officer-Initiated Contact","Service",10
2019-07-14,"Patrol Response for Assessment","Advised",4
2019-07-14,"Patrol Response for Assessment","Cancelled by RP",6
2019-07-14,"Patrol Response for Assessment","Report Taken",1
2019-07-14,"Patrol Response for Assessment","Service",26
2019-07-14,"Patrol Response for Assessment","Unable to Locate",2
2019-07-14,"Property Theft/Destruction/Lost","Report Taken",4
2019-07-14,"Required Other Agency/Department Response","Service",1
2019-07-14,"Suspicious Activity","Cancelled by RP",3
2019-07-14,"Suspicious Activity","Report Taken",1
2019-07-14,"Suspicious Activity","Service",5
2019-07-14,"Suspicious Activity","Unable to Locate",2
2019-07-14,"Suspicious Activity","Unfounded",1
2019-07-14,"Traffic/Minor Vehicle Violations or Issues","Cited",1
2019-07-14,"Traffic/Minor Vehicle Violations or Issues","Service",1
2019-07-14,"Traffic/Minor Vehicle Violations or Issues","Unable to Locate",1
2019-07-14,"Violent Crime/Abuse or Neglect/Public Safety","Cited",1
2019-07-14,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",1
2019-07-14,"Violent Crime/Abuse or Neglect/Public Safety","Service",4
2019-07-15,"Documentation Only/Miscellaneous","Report Taken",1
2019-07-15,"Documentation Only/Miscellaneous","Service",3
2019-07-15,"Mental Health/Welfare","Cancelled by RP",2
2019-07-15,"Mental Health/Welfare","Report Taken",1
2019-07-15,"Mental Health/Welfare","Service",3
2019-07-15,"Nuisance/Code Enforcement","Advised",1
2019-07-15,"Nuisance/Code Enforcement","Referred",5
2019-07-15,"Nuisance/Code Enforcement","Report Taken",1
2019-07-15,"Nuisance/Code Enforcement","Service",12
2019-07-15,"Officer-Initiated Contact","Advised",3
2019-07-15,"Officer-Initiated Contact","Service",11
2019-07-15,"Online Crime Reporting","Report Taken",12
2019-07-15,"Patrol Response for Assessment","Advised",5
2019-07-15,"Patrol Response for Assessment","Arrest Made",1
2019-07-15,"Patrol Response for Assessment","Cancelled by RP",5
2019-07-15,"Patrol Response for Assessment","Civil Problem",1
2019-07-15,"Patrol Response for Assessment","Report Taken",1
2019-07-15,"Patrol Response for Assessment","Service",20
2019-07-15,"Patrol Response for Assessment","Unable to Locate",5
2019-07-15,"Property Theft/Destruction/Lost","Report Taken",7
2019-07-15,"Property Theft/Destruction/Lost","Service",1
2019-07-15,"Property Theft/Destruction/Lost","Unable to Locate",2
2019-07-15,"Suspicious Activity","False Alarm",2
2019-07-15,"Suspicious Activity","Service",5
2019-07-15,"Suspicious Activity","Unfounded",1
2019-07-15,"Traffic/Major Safety","Service",2
2019-07-15,"Traffic/Minor Vehicle Violations or Issues","Report Taken",2
2019-07-15,"Traffic/Minor Vehicle Violations or Issues","Service",4
2019-07-15,"Violent Crime/Abuse or Neglect/Public Safety","Arrest Made",1
2019-07-15,"Violent Crime/Abuse or Neglect/Public Safety","Service",1
2019-07-15,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",1
2019-07-16,"Documentation Only/Miscellaneous","Report Taken",1
2019-07-16,"Documentation Only/Miscellaneous","Service",6
2019-07-16,"Drug/Alcohol","Advised",1
2019-07-16,"Mental Health/Welfare","Advised",1
2019-07-16,"Mental Health/Welfare","Service",1
2019-07-16,"Nuisance/Code Enforcement","Advised",2
2019-07-16,"Nuisance/Code Enforcement","Referred",1
2019-07-16,"Nuisance/Code Enforcement","Service",5
2019-07-16,"Nuisance/Code Enforcement","Unable to Locate",4
2019-07-16,"Officer-Initiated Contact","Advised",4
2019-07-16,"Officer-Initiated Contact","Cited",3
2019-07-16,"Officer-Initiated Contact","Service",12
2019-07-16,"Patrol Response for Assessment","Advised",6
2019-07-16,"Patrol Response for Assessment","Cancelled by RP",3
2019-07-16,"Patrol Response for Assessment","Referred",1
2019-07-16,"Patrol Response for Assessment","Service",24
2019-07-16,"Patrol Response for Assessment","Unable to Locate",5
2019-07-16,"Property Theft/Destruction/Lost","Arrest Made",1
2019-07-16,"Property Theft/Destruction/Lost","Cancelled by RP",1
2019-07-16,"Property Theft/Destruction/Lost","Report Taken",2
2019-07-16,"Property Theft/Destruction/Lost","Service",2
2019-07-16,"Required Other Agency/Department Response","Service",1
2019-07-16,"Suspicious Activity","False Alarm",1
2019-07-16,"Suspicious Activity","Service",4
2019-07-16,"Suspicious Activity","Unable to Locate",1
2019-07-16,"Suspicious Activity","Unfounded",1
2019-07-16,"Traffic/Major Safety","Advised",1
2019-07-16,"Traffic/Major Safety","Service",1
2019-07-16,"Traffic/Minor Vehicle Violations or Issues","Incident Number Given",2
2019-07-16,"Traffic/Minor Vehicle Violations or Issues","Report Taken",1
2019-07-16,"Traffic/Minor Vehicle Violations or Issues","Service",3
2019-07-16,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",1
2019-07-16,"Violent Crime/Abuse or Neglect/Public Safety","Service",1
2019-07-16,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",1
2019-07-17,"Documentation Only/Miscellaneous","Advised",1
2019-07-17,"Documentation Only/Miscellaneous","Report Taken",1
2019-07-17,"Documentation Only/Miscellaneous","Service",7
2019-07-17,"Drug/Alcohol","Unable to Locate",1
2019-07-17,"Mental Health/Welfare","Service",2
2019-07-17,"Nuisance/Code Enforcement","Advised",2
2019-07-17,"Nuisance/Code Enforcement","Cancelled by RP",1
2019-07-17,"Nuisance/Code Enforcement","Referred",1
2019-07-17,"Nuisance/Code Enforcement","Service",15
2019-07-17,"Officer-Initiated Contact","Advised",3
2019-07-17,"Officer-Initiated Contact","Cited",2
2019-07-17,"Officer-Initiated Contact","Service",8
2019-07-17,"Patrol Response for Assessment","Advised",2
2019-07-17,"Patrol Response for Assessment","Arrest Made",1
2019-07-17,"Patrol Response for Assessment","Cancelled by RP",14
2019-07-17,"Patrol Response for Assessment","Referred",3
2019-07-17,"Patrol Response for Assessment","Report Taken",1
2019-07-17,"Patrol Response for Assessment","Service",21
2019-07-17,"Patrol Response for Assessment","Unable to Locate",2
2019-07-17,"Property Theft/Destruction/Lost","Advised",1
2019-07-17,"Property Theft/Destruction/Lost","MORF",2
2019-07-17,"Property Theft/Destruction/Lost","Report Taken",7
2019-07-17,"Property Theft/Destruction/Lost","Service",7
2019-07-17,"Suspicious Activity","Advised",4
2019-07-17,"Suspicious Activity","Cancelled by RP",2
2019-07-17,"Suspicious Activity","False Alarm",1
2019-07-17,"Suspicious Activity","Service",7
2019-07-17,"Suspicious Activity","Unable to Locate",2
2019-07-17,"Traffic/Major Safety","Advised",1
2019-07-17,"Traffic/Major Safety","Report Taken",1
2019-07-17,"Traffic/Minor Vehicle Violations or Issues","Incident Number Given",1
2019-07-17,"Traffic/Minor Vehicle Violations or Issues","Service",4
2019-07-17,"Traffic/Minor Vehicle Violations or Issues","Unable to Locate",1
2019-07-17,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",4
2019-07-17,"Violent Crime/Abuse or Neglect/Public Safety","Service",4
2019-07-17,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",1
2019-07-18,"Documentation Only/Miscellaneous","Service",2
2019-07-18,"Mental Health/Welfare","Cancelled by RP",1
2019-07-18,"Mental Health/Welfare","Service",1
2019-07-18,"Mental Health/Welfare","Unable to Locate",1
2019-07-18,"Nuisance/Code Enforcement","Incident Number Given",1
2019-07-18,"Nuisance/Code Enforcement","Referred",1
2019-07-18,"Nuisance/Code Enforcement","Service",7
2019-07-18,"Nuisance/Code Enforcement","Unable to Locate",1
2019-07-18,"Officer-Initiated Contact","Advised",4
2019-07-18,"Officer-Initiated Contact","Cancelled by RP",1
2019-07-18,"Officer-Initiated Contact","Cited",3
2019-07-18,"Officer-Initiated Contact","Service",14
2019-07-18,"Patrol Response for Assessment","Advised",3
2019-07-18,"Patrol Response for Assessment","Arrest Made",1
2019-07-18,"Patrol Response for Assessment","Cancelled by RP",11
2019-07-18,"Patrol Response for Assessment","Report Taken",2
2019-07-18,"Patrol Response for Assessment","Service",41
2019-07-18,"Patrol Response for Assessment","Unable to Locate",1
2019-07-18,"Property Theft/Destruction/Lost","Online Crime Report",1
2019-07-18,"Property Theft/Destruction/Lost","Referred",1
2019-07-18,"Property Theft/Destruction/Lost","Report Taken",4
2019-07-18,"Property Theft/Destruction/Lost","Service",3
2019-07-18,"Property Theft/Destruction/Lost","Unable to Locate",1
2019-07-18,"Required Other Agency/Department Response","Cancelled by RP",1
2019-07-18,"Suspicious Activity","Advised",1
2019-07-18,"Suspicious Activity","Cancelled by RP",2
2019-07-18,"Suspicious Activity","False Alarm",1
2019-07-18,"Suspicious Activity","Service",11
2019-07-18,"Suspicious Activity","Unable to Locate",1
2019-07-18,"Suspicious Activity","Unfounded",1
2019-07-18,"Traffic/Major Safety","Advised",1
2019-07-18,"Traffic/Major Safety","Service",1
2019-07-18,"Traffic/Minor Vehicle Violations or Issues","Cancelled by RP",1
2019-07-18,"Traffic/Minor Vehicle Violations or Issues","Cited",1
2019-07-18,"Traffic/Minor Vehicle Violations or Issues","Report Taken",1
2019-07-18,"Traffic/Minor Vehicle Violations or Issues","Service",4
2019-07-18,"Violent Crime/Abuse or Neglect/Public Safety","Cancelled by RP",1
2019-07-18,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",2
2019-07-18,"Violent Crime/Abuse or Neglect/Public Safety","Service",3
2019-07-19,"Documentation Only/Miscellaneous","Service",2
2019-07-19,"Drug/Alcohol","Service",1
2019-07-19,"Mental Health/Welfare","Report Taken",1
2019-07-19,"Mental Health/Welfare","Service",2
2019-07-19,"Mental Health/Welfare","Unable to Locate",1
2019-07-19,"Nuisance/Code Enforcement","Advised",1
2019-07-19,"Nuisance/Code Enforcement","Referred",1
2019-07-19,"Nuisance/Code Enforcement","Service",13
2019-07-19,"Officer-Initiated Contact","Advised",6
2019-07-19,"Officer-Initiated Contact","Cited",2
2019-07-19,"Officer-Initiated Contact","Service",13
2019-07-19,"Patrol Response for Assessment","Advised",2
2019-07-19,"Patrol Response for Assessment","Arrest Made",1
2019-07-19,"Patrol Response for Assessment","Cancelled by RP",6
2019-07-19,"Patrol Response for Assessment","False Alarm",1
2019-07-19,"Patrol Response for Assessment","Referred",3
2019-07-19,"Patrol Response for Assessment","Service",44
2019-07-19,"Patrol Response for Assessment","Unable to Locate",1
2019-07-19,"Property Theft/Destruction/Lost","Cancelled by RP",1
2019-07-19,"Property Theft/Destruction/Lost","Report Taken",4
2019-07-19,"Property Theft/Destruction/Lost","Service",2
2019-07-19,"Required Other Agency/Department Response","Unfounded",1
2019-07-19,"Suspicious Activity","False Alarm",3
2019-07-19,"Suspicious Activity","Service",6
2019-07-19,"Suspicious Activity","Unfounded",1
2019-07-19,"Traffic/Major Safety","Service",3
2019-07-19,"Traffic/Minor Vehicle Violations or Issues","Service",7
2019-07-19,"Violent Crime/Abuse or Neglect/Public Safety","Service",1
2019-07-20,"Documentation Only/Miscellaneous","Service",2
2019-07-20,"Mental Health/Welfare","Service",2
2019-07-20,"Nuisance/Code Enforcement","Advised",4
2019-07-20,"Nuisance/Code Enforcement","Referred",3
2019-07-20,"Nuisance/Code Enforcement","Service",3
2019-07-20,"Nuisance/Code Enforcement","Unable to Locate",1
2019-07-20,"Nuisance/Code Enforcement","Unfounded",1
2019-07-20,"Officer-Initiated Contact","Advised",10
2019-07-20,"Officer-Initiated Contact","Arrest Made",1
2019-07-20,"Officer-Initiated Contact","Cited",3
2019-07-20,"Officer-Initiated Contact","Service",10
2019-07-20,"Patrol Response for Assessment","Advised",2
2019-07-20,"Patrol Response for Assessment","Cancelled by RP",12
2019-07-20,"Patrol Response for Assessment","Referred",1
2019-07-20,"Patrol Response for Assessment","Report Taken",3
2019-07-20,"Patrol Response for Assessment","Service",27
2019-07-20,"Patrol Response for Assessment","Unable to Locate",4
2019-07-20,"Property Theft/Destruction/Lost","Advised",1
2019-07-20,"Property Theft/Destruction/Lost","Arrest Made",1
2019-07-20,"Property Theft/Destruction/Lost","Report Taken",1
2019-07-20,"Required Other Agency/Department Response","Referred",1
2019-07-20,"Required Other Agency/Department Response","Service",1
2019-07-20,"Suspicious Activity","Cancelled by RP",3
2019-07-20,"Suspicious Activity","False Alarm",1
2019-07-20,"Suspicious Activity","Service",7
2019-07-20,"Suspicious Activity","Unable to Locate",5
2019-07-20,"Traffic/Major Safety","Service",2
2019-07-20,"Traffic/Minor Vehicle Violations or Issues","Advised",1
2019-07-20,"Traffic/Minor Vehicle Violations or Issues","Service",2
2019-07-20,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",1
2019-07-20,"Violent Crime/Abuse or Neglect/Public Safety","Service",3
2019-07-20,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",1
2019-07-20,"Violent Crime/Abuse or Neglect/Public Safety","Unfounded",1
2019-07-21,"Documentation Only/Miscellaneous","Advised",1
2019-07-21,"Documentation Only/Miscellaneous","Service",2
2019-07-21,"Mental Health/Welfare","Service",1
2019-07-21,"Nuisance/Code Enforcement","Advised",1
2019-07-21,"Nuisance/Code Enforcement","Service",2
2019-07-21,"Nuisance/Code Enforcement","Unfounded",1
2019-07-21,"Officer-Initiated Contact","Advised",3
2019-07-21,"Officer-Initiated Contact","Arrest Made",2
2019-07-21,"Officer-Initiated Contact","Cited",4
2019-07-21,"Officer-Initiated Contact","Service",14
2019-07-21,"Patrol Response for Assessment","Advised",4
2019-07-21,"Patrol Response for Assessment","Arrest Made",1
2019-07-21,"Patrol Response for Assessment","Cancelled by RP",2
2019-07-21,"Patrol Response for Assessment","Service",28
2019-07-21,"Patrol Response for Assessment","Unable to Locate",6
2019-07-21,"Patrol Response for Assessment","Unfounded",2
2019-07-21,"Property Theft/Destruction/Lost","Report Taken",3
2019-07-21,"Property Theft/Destruction/Lost","Service",4
2019-07-21,"Suspicious Activity","Arrest Made",1
2019-07-21,"Suspicious Activity","Cancelled by RP",2
2019-07-21,"Suspicious Activity","False Alarm",1
2019-07-21,"Suspicious Activity","Service",3
2019-07-21,"Suspicious Activity","Unable to Locate",7
2019-07-21,"Traffic/Major Safety","Advised",1
2019-07-21,"Traffic/Major Safety","Unable to Locate",2
2019-07-21,"Traffic/Minor Vehicle Violations or Issues","Service",2
2019-07-21,"Violent Crime/Abuse or Neglect/Public Safety","Service",7
2019-07-21,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",1
2019-07-22,"Documentation Only/Miscellaneous","Report Taken",3
2019-07-22,"Documentation Only/Miscellaneous","Service",7
2019-07-22,"Drug/Alcohol","Service",2
2019-07-22,"Mental Health/Welfare","Service",3
2019-07-22,"Nuisance/Code Enforcement","Advised",2
2019-07-22,"Nuisance/Code Enforcement","Report Taken",2
2019-07-22,"Nuisance/Code Enforcement","Service",6
2019-07-22,"Nuisance/Code Enforcement","Unable to Locate",1
2019-07-22,"Officer-Initiated Contact","Advised",4
2019-07-22,"Officer-Initiated Contact","Cited",4
